symbol,date,open,high,low,close,volume,open_interest,turnover,settle,pre_settle,variety
TF1403,20131010,94.478,94.478,94.352,94.37,21,232.0,1982.23,94.366,94.368,TF
TF1406,20131010,94.446,94.446,94.35,94.398,18,117.0,1699.11,94.386,94.38,TF
TF1312,20131011,94.35,94.35,94.22,94.29,1730,3691.0,163110.13,94.294,94.33,TF
TF1403,20131011,94.352,94.352,94.258,94.328,20,236.0,1886.354,94.328,94.366,TF
TF1406,20131011,94.356,94.356,94.306,94.318,14,112.0,1320.518,94.318,94.386,TF
TF1312,20131014,94.278,94.28,93.982,94.118,2493,3663.0,234613.68,94.084,94.294,TF
TF1403,20131014,94.308,94.312,94.028,94.158,64,239.0,6025.692,94.15,94.328,TF
TF1406,20131014,94.256,94.3,94.056,94.188,42,107.0,3956.208,94.188,94.318,TF
TF1312,20131015,94.092,94.116,93.85,93.948,2242,3742.0,210623.148,93.942,94.084,TF
TF1403,20131015,94.102,94.102,93.922,94.044,80,240.0,7521.072,94.024,94.15,TF
TF1406,20131015,94.11,94.11,93.956,94.058,41,103.0,3855.858,94.068,94.188,TF
TF1312,20131016,93.856,94.1,93.84,94.012,3253,4026.0,305679.374,94.0,93.942,TF
TF1403,20131016,93.97,94.19,93.936,94.112,72,253.0,6770.174,94.092,94.024,TF
TF1406,20131016,94.006,94.254,94.002,94.198,40,110.0,3765.584,94.196,94.068,TF
TF1312,20131017,94.0,94.04,93.898,93.926,1616,4071.0,151793.306,93.93,94.0,TF
TF1403,20131017,94.058,94.076,94.016,94.04,20,255.0,1880.846,94.042,94.092,TF
TF1406,20131017,94.156,94.156,94.108,94.13,11,105.0,1035.47,94.142,94.196,TF
TF1312,20131018,93.924,93.946,93.812,93.886,1002,4101.0,94065.624,93.87,93.93,TF
TF1403,20131018,94.002,94.032,93.95,94.016,27,265.0,2537.778,93.996,94.042,TF
TF1406,20131018,94.106,94.136,94.056,94.092,27,107.0,2540.494,94.1,94.142,TF
TF1312,20131021,93.886,93.948,93.814,93.858,1068,3920.0,100260.662,93.866,93.87,TF
TF1403,20131021,93.952,94.01,93.952,93.984,21,271.0,1973.708,93.984,93.996,TF
TF1406,20131021,94.146,94.146,94.07,94.104,10,106.0,941.02,94.104,94.1,TF
TF1312,20131022,93.852,93.87,93.716,93.772,2021,3656.0,189533.07,93.756,93.866,TF
TF1403,20131022,93.988,93.988,93.868,93.91,29,274.0,2723.54,93.896,93.984,TF
TF1406,20131022,94.094,94.128,94.002,94.024,23,111.0,2163.104,94.024,94.104,TF
TF1312,20131023,93.76,93.85,93.686,93.812,1846,3621.0,173147.216,93.806,93.756,TF
TF1403,20131023,93.856,93.984,93.856,93.94,56,253.0,5260.274,93.94,93.896,TF
TF1406,20131023,94.046,94.08,94.026,94.036,8,108.0,752.384,94.036,94.024,TF
TF1312,20131024,93.8,93.82,93.556,93.6,2129,3818.0,199398.924,93.606,93.806,TF
TF1403,20131024,93.88,93.894,93.75,93.778,70,290.0,6566.87,93.76,93.94,TF
TF1406,20131024,94.008,94.008,93.858,93.872,15,108.0,1408.92,93.872,94.036,TF
TF1312,20131025,93.6,93.688,93.506,93.688,2209,3661.0,206754.592,93.63,93.606,TF
TF1403,20131025,93.702,93.85,93.702,93.85,43,308.0,4032.298,93.798,93.76,TF
TF1406,20131025,93.862,93.962,93.856,93.962,13,108.0,1220.62,93.954,93.872,TF
TF1312,20131028,93.67,93.758,93.642,93.67,1640,3648.0,153661.62,93.67,93.63,TF
TF1403,20131028,93.88,93.94,93.842,93.85,51,336.0,4787.92,93.852,93.798,TF
TF1406,20131028,93.996,94.046,93.962,94.006,10,110.0,940.076,94.004,93.954,TF
TF1312,20131029,93.658,93.768,93.504,93.504,2602,3829.0,243640.502,93.538,93.67,TF
TF1403,20131029,93.916,93.926,93.744,93.744,47,348.0,4410.812,93.754,93.852,TF
TF1406,20131029,94.046,94.064,93.906,93.942,22,108.0,2067.858,93.936,94.004,TF
TF1312,20131030,93.526,93.572,93.452,93.54,1873,3774.0,175141.408,93.526,93.538,TF
TF1403,20131030,93.762,93.762,93.666,93.754,43,367.0,4029.44,93.748,93.754,TF
TF1406,20131030,93.946,93.946,93.874,93.946,8,108.0,751.334,93.946,93.936,TF
TF1312,20131031,93.538,93.756,93.52,93.74,2171,3545.0,203336.628,93.718,93.526,TF
TF1403,20131031,93.804,93.956,93.804,93.956,14,367.0,1314.514,93.948,93.748,TF
TF1406,20131031,93.946,94.038,93.946,94.002,16,112.0,1504.01,94.008,93.946,TF
TF1312,20131101,93.766,93.92,93.766,93.836,1713,3433.0,160746.306,93.806,93.718,TF
TF1403,20131101,94.088,94.114,93.986,94.026,48,355.0,4515.0,94.01,93.948,TF
TF1406,20131101,94.046,94.146,94.046,94.11,46,126.0,4328.9,94.108,94.008,TF
TF1312,20131101,93.766,93.92,93.766,93.836,1713,3433.0,160746.306,93.806,93.718,TF
TF1403,20131101,94.088,94.114,93.986,94.026,48,355.0,4515.0,94.01,93.948,TF
TF1406,20131101,94.046,94.146,94.046,94.11,46,126.0,4328.9,94.108,94.008,TF
TF1312,20131104,93.85,93.86,93.544,93.632,2025,3242.0,189745.688,93.652,93.806,TF
TF1403,20131104,94.058,94.062,93.748,93.828,35,358.0,3286.764,93.822,94.01,TF
TF1406,20131104,94.146,94.146,93.956,94.006,15,127.0,1410.37,93.994,94.108,TF
TF1312,20131105,93.642,93.642,93.388,93.474,2428,2526.0,226978.28,93.474,93.652,TF
TF1403,20131105,93.828,93.828,93.668,93.756,94,396.0,8811.722,93.766,93.822,TF
TF1406,20131105,93.956,93.956,93.878,93.894,22,130.0,2065.972,93.92,93.994,TF
TF1312,20131106,93.484,93.514,93.338,93.362,1932,2836.0,180469.774,93.35,93.474,TF
TF1403,20131106,93.79,93.79,93.654,93.68,34,405.0,3185.664,93.672,93.766,TF
TF1406,20131106,93.906,94.008,93.874,93.93,26,140.0,2442.528,93.954,93.92,TF
TF1312,20131107,93.31,93.438,92.818,92.828,4139,3275.0,385082.518,92.856,93.35,TF
TF1403,20131107,93.698,93.698,93.26,93.284,152,452.0,14193.356,93.294,93.672,TF
TF1406,20131107,93.908,93.908,93.61,93.61,40,140.0,3749.964,93.644,93.954,TF
TF1312,20131108,92.8,92.8,91.718,92.292,3139,2694.0,290364.866,92.416,92.856,TF
TF1403,20131108,93.05,93.138,92.364,92.84,267,549.0,24816.566,92.892,93.294,TF
TF1406,20131108,93.606,93.606,93.206,93.36,76,163.0,7099.992,93.398,93.644,TF
TF1312,20131111,92.39,92.39,91.616,91.73,3901,2717.0,358325.866,91.746,92.416,TF
TF1403,20131111,92.84,92.84,92.258,92.262,255,637.0,23563.884,92.288,92.892,TF
TF1406,20131111,93.356,93.356,92.81,92.814,57,172.0,5301.988,92.828,93.398,TF
TF1312,20131112,91.77,92.374,91.77,92.096,5568,2180.0,513259.156,92.12,91.746,TF
TF1403,20131112,92.392,92.798,92.392,92.542,350,655.0,32423.048,92.59,92.288,TF
TF1406,20131112,92.896,92.946,92.756,92.82,145,203.0,13466.24,92.798,92.828,TF
TF1312,20131113,92.098,92.1,91.57,91.82,3586,2422.0,329053.428,91.824,92.12,TF
TF1403,20131113,92.504,92.504,92.098,92.3,263,700.0,24260.294,92.312,92.59,TF
TF1406,20131113,92.806,92.806,92.456,92.618,62,206.0,5740.298,92.546,92.798,TF
TF1312,20131114,91.8,91.906,91.406,91.63,3516,2586.0,322238.684,91.656,91.824,TF
TF1403,20131114,92.256,92.36,91.98,92.16,300,778.0,27647.89,92.164,92.312,TF
TF1406,20131114,92.556,92.646,92.406,92.556,95,204.0,8790.828,92.568,92.546,TF
TF1312,20131115,91.6,91.6,91.262,91.318,3633,2721.0,331939.52,91.318,91.656,TF
TF1403,20131115,92.104,92.104,91.776,91.802,472,904.0,43389.54,91.83,92.164,TF
TF1406,20131115,92.506,92.506,92.312,92.32,72,184.0,6654.092,92.32,92.568,TF
TF1312,20131118,91.344,91.484,90.966,91.342,3387,2759.0,309156.482,91.386,91.318,TF
TF1403,20131118,91.818,91.886,91.512,91.712,342,934.0,31360.152,91.78,91.83,TF
TF1406,20131118,92.306,92.306,92.056,92.108,68,171.0,6265.79,92.128,92.32,TF
TF1312,20131119,91.37,91.642,90.93,90.94,3584,2946.0,326964.252,91.024,91.386,TF
TF1403,20131119,91.8,92.05,91.3,91.3,367,1021.0,33648.448,91.47,91.78,TF
TF1406,20131119,92.194,92.246,91.956,91.956,30,176.0,2763.346,92.002,92.128,TF
TF1312,20131120,90.89,91.194,90.8,91.092,3919,3088.0,356835.23,91.094,91.024,TF
TF1403,20131120,91.3,91.7,91.26,91.66,653,1216.0,59791.742,91.658,91.47,TF
TF1406,20131120,91.906,92.28,91.906,92.186,68,194.0,6264.04,92.184,92.002,TF
TF1312,20131121,91.116,91.396,91.116,91.396,3405,2805.0,310847.624,91.334,91.094,TF
TF1403,20131121,91.7,91.998,91.7,91.98,769,1319.0,70660.814,91.932,91.658,TF
TF1406,20131121,92.246,92.44,92.246,92.37,87,176.0,8035.486,92.372,92.184,TF
TF1312,20131122,91.4,91.788,91.3,91.604,2804,2378.0,256743.622,91.55,91.334,TF
TF1403,20131122,91.98,92.37,91.98,92.1,749,1414.0,69022.492,92.11,91.932,TF
TF1406,20131122,92.446,92.73,92.406,92.554,90,186.0,8330.872,92.578,92.372,TF
TF1312,20131125,91.604,91.86,91.224,91.308,1858,2025.0,169770.81,91.31,91.55,TF
TF1403,20131125,92.142,92.374,91.672,91.754,808,1545.0,74190.418,91.73,92.11,TF
TF1406,20131125,92.596,92.696,92.216,92.256,107,186.0,9891.872,92.258,92.578,TF
TF1312,20131126,91.344,91.4,91.11,91.374,1295,1821.0,118169.906,91.302,91.31,TF
TF1403,20131126,91.77,91.82,91.52,91.82,561,1649.0,51438.552,91.752,91.73,TF
TF1406,20131126,92.248,92.296,92.106,92.246,30,193.0,2765.588,92.244,92.258,TF
TF1312,20131127,91.384,91.878,91.384,91.766,2363,1520.0,216628.152,91.788,91.302,TF
TF1403,20131127,91.82,92.356,91.78,92.27,1681,1757.0,154883.074,92.228,91.752,TF
TF1406,20131127,92.296,92.68,92.296,92.596,80,191.0,7402.03,92.596,92.244,TF
TF1312,20131128,91.846,91.97,91.556,91.888,1268,1152.0,116348.884,91.846,91.788,TF
TF1403,20131128,92.27,92.548,92.012,92.548,2300,1822.0,212271.282,92.458,92.228,TF
TF1406,20131128,92.646,92.84,92.456,92.84,50,193.0,4631.26,92.772,92.596,TF
TF1312,20131129,92.002,92.1,91.782,91.782,897,950.0,82480.684,91.906,91.846,TF
TF1403,20131129,92.6,92.8,92.488,92.558,3391,2069.0,314138.622,92.6,92.458,TF
TF1406,20131129,92.896,93.096,92.856,92.906,67,189.0,6227.322,92.908,92.772,TF
TF1312,20131202,91.724,91.724,91.282,91.282,296,903.0,27094.742,91.488,91.906,TF
TF1403,20131202,92.506,92.588,92.03,92.072,2156,2186.0,198735.586,92.12,92.6,TF
TF1406,20131202,92.856,92.856,92.52,92.52,67,189.0,6205.672,92.544,92.908,TF
TF1312,20131203,91.5,93.0,91.4,91.722,406,717.0,37179.466,91.7,91.488,TF
TF1403,20131203,92.1,92.33,91.85,92.286,3309,2221.0,304886.702,92.266,92.12,TF
TF1406,20131203,92.512,92.74,92.406,92.74,56,201.0,5183.464,92.67,92.544,TF
TF1312,20131204,91.846,91.964,90.018,91.622,311,647.0,28517.174,91.61,91.7,TF
TF1403,20131204,92.302,92.634,92.042,92.1,3297,2275.0,304560.642,92.176,92.266,TF
TF1406,20131204,92.746,92.88,92.606,92.606,59,196.0,5473.62,92.664,92.67,TF
TF1312,20131205,91.57,91.732,91.15,91.368,167,560.0,15278.248,91.4,91.61,TF
TF1403,20131205,92.038,92.246,91.81,91.824,3606,2521.0,331816.05,91.876,92.176,TF
TF1406,20131205,92.556,92.596,92.31,92.31,50,204.0,4624.46,92.376,92.664,TF
TF1312,20131206,90.998,92.298,90.4,91.4,215,497.0,19642.31,91.374,91.4,TF
TF1403,20131206,91.84,91.966,91.756,91.918,1851,2394.0,170058.816,91.872,91.876,TF
TF1406,20131206,92.306,92.396,92.306,92.37,44,212.0,4063.816,92.382,92.376,TF
TF1312,20131209,91.44,91.5,91.15,91.378,78,441.0,7117.756,91.306,91.374,TF
TF1403,20131209,91.856,92.09,91.67,91.688,1850,2552.0,169806.578,91.718,91.872,TF
TF1406,20131209,92.396,92.446,92.116,92.13,78,215.0,7192.576,92.162,92.382,TF
TF1312,20131210,91.124,91.21,90.962,90.996,59,427.0,5373.73,91.068,91.306,TF
TF1403,20131210,91.66,91.67,91.3,91.308,3041,3000.0,278091.31,91.36,91.718,TF
TF1406,20131210,92.106,92.106,91.856,91.856,53,235.0,4874.834,91.898,92.162,TF
TF1312,20131211,90.8,91.044,90.648,90.8,88,401.0,7998.194,90.842,91.068,TF
TF1403,20131211,91.3,91.5,91.184,91.46,3850,2970.0,351760.31,91.394,91.36,TF
TF1406,20131211,91.806,91.994,91.506,91.932,107,241.0,9829.81,91.8,91.898,TF
TF1312,20131212,90.998,91.0,90.438,90.9,23,400.0,2089.73,90.898,90.842,TF
TF1403,20131212,91.55,91.888,91.504,91.782,4140,2781.0,379538.75,91.744,91.394,TF
TF1406,20131212,91.946,92.196,91.946,92.188,108,244.0,9944.378,92.142,91.8,TF
TF1312,20131213,90.2,91.496,90.2,90.31,29,0.0,2629.092,90.658,90.898,TF
TF1403,20131213,91.85,92.046,91.794,91.914,3247,2682.0,298461.606,91.882,91.744,TF
TF1406,20131213,92.196,92.356,92.176,92.288,85,258.0,7844.258,92.254,92.142,TF
TF1403,20131216,91.878,91.878,91.45,91.452,1888,2659.0,172920.274,91.52,91.882,TF
TF1406,20131216,92.256,92.256,91.956,91.962,77,240.0,7087.372,92.006,92.254,TF
TF1409,20131216,,,,92.254,0,0.0,0.0,91.892,92.254,TF
TF1403,20131217,91.432,91.594,91.354,91.59,2268,2735.0,207433.412,91.512,91.52,TF
TF1406,20131217,91.906,92.05,91.87,92.0,65,243.0,5976.166,91.98,92.006,TF
TF1409,20131217,92.12,92.448,92.12,92.448,17,16.0,1570.272,92.384,91.892,TF
TF1403,20131218,91.55,91.59,91.256,91.436,2586,2827.0,236418.822,91.468,91.512,TF
TF1406,20131218,91.978,91.978,91.8,91.91,59,251.0,5420.13,91.928,91.98,TF
TF1409,20131218,92.35,92.352,92.124,92.24,35,14.0,3228.542,92.24,92.384,TF
TF1403,20131219,91.4,91.418,91.186,91.374,2991,2906.0,273043.662,91.344,91.468,TF
TF1406,20131219,91.906,91.906,91.73,91.868,109,271.0,10005.418,91.828,91.928,TF
TF1409,20131219,92.1,92.174,92.052,92.086,25,21.0,2302.872,92.128,92.24,TF
TF1403,20131220,91.496,91.5,91.266,91.386,1946,2885.0,177825.278,91.394,91.344,TF
TF1406,20131220,91.896,91.946,91.806,91.906,53,278.0,4868.856,91.884,91.828,TF
TF1409,20131220,92.268,92.268,92.11,92.11,3,22.0,276.534,92.132,92.128,TF
TF1403,20131223,91.38,91.8,91.292,91.702,3675,3006.0,336508.178,91.688,91.394,TF
TF1406,20131223,91.856,92.246,91.824,92.22,77,274.0,7090.022,92.172,91.884,TF
TF1409,20131223,92.284,92.506,92.244,92.506,3,22.0,277.034,92.506,92.132,TF
TF1403,20131224,91.746,91.998,91.586,91.65,3551,2896.0,325925.134,91.672,91.688,TF
TF1406,20131224,92.296,92.46,92.114,92.152,84,275.0,7751.638,92.188,92.172,TF
TF1409,20131224,92.698,92.698,92.554,92.554,3,23.0,277.886,92.554,92.506,TF
TF1403,20131225,91.646,91.82,91.61,91.792,2038,2872.0,186969.358,91.738,91.672,TF
TF1406,20131225,92.156,92.306,92.156,92.238,45,279.0,4151.3,92.26,92.188,TF
TF1409,20131225,,,,92.554,0,23.0,0.0,92.62,92.554,TF
TF1403,20131226,91.79,91.84,91.616,91.67,1701,2832.0,156028.118,91.692,91.738,TF
TF1406,20131226,92.246,92.3,92.174,92.19,35,284.0,3228.96,92.2,92.26,TF
TF1409,20131226,92.546,92.546,92.546,92.546,1,23.0,92.546,92.546,92.62,TF
TF1403,20131227,91.668,91.67,91.426,91.56,1881,2809.0,172178.238,91.522,91.692,TF
TF1406,20131227,92.156,92.156,92.0,92.052,53,288.0,4879.34,92.054,92.2,TF
TF1409,20131227,92.454,92.454,92.454,92.454,1,23.0,92.454,92.454,92.546,TF
TF1403,20131230,91.56,91.894,91.56,91.798,1937,2851.0,177755.996,91.728,91.522,TF
TF1406,20131230,92.096,92.346,92.096,92.28,68,286.0,6274.184,92.244,92.054,TF
TF1409,20131230,92.522,92.65,92.522,92.55,5,27.0,462.952,92.55,92.454,TF
TF1403,20131231,91.75,91.852,91.506,91.802,2990,3318.0,274167.236,91.804,91.728,TF
TF1406,20131231,92.272,92.336,92.056,92.32,84,285.0,7744.884,92.314,92.244,TF
TF1409,20131231,92.49,92.596,92.472,92.5,5,29.0,462.558,92.5,92.55,TF
TF1403,20140102,91.796,91.796,91.338,91.35,2350,3621.0,215106.338,91.436,91.804,TF
TF1406,20140102,92.256,92.256,91.906,91.906,104,319.0,9574.922,91.97,92.314,TF
TF1409,20140102,92.424,92.492,92.222,92.222,12,30.0,1108.348,92.236,92.5,TF
TF1403,20140103,91.3,91.384,91.13,91.306,3186,3704.0,290803.856,91.328,91.436,TF
TF1406,20140103,91.856,91.94,91.724,91.866,88,331.0,8082.846,91.868,91.97,TF
TF1409,20140103,92.206,92.206,92.206,92.206,2,31.0,184.412,92.206,92.236,TF
TF1403,20140106,91.3,91.4,91.152,91.22,2263,3653.0,206636.976,91.258,91.328,TF
TF1406,20140106,91.856,91.946,91.756,91.804,80,328.0,7350.474,91.836,91.868,TF
TF1409,20140106,92.2,92.292,92.186,92.194,9,37.0,830.02,92.194,92.206,TF
TF1403,20140107,91.2,91.502,91.2,91.44,2733,3719.0,249801.272,91.398,91.258,TF
TF1406,20140107,91.846,92.046,91.846,91.994,94,342.0,8646.58,91.97,91.836,TF
TF1409,20140107,92.216,92.316,92.216,92.3,4,36.0,369.144,92.3,92.194,TF
TF1403,20140108,91.486,91.742,91.402,91.696,2670,3613.0,244577.742,91.65,91.398,TF
TF1406,20140108,92.046,92.246,91.99,92.202,111,333.0,10227.572,92.214,91.97,TF
TF1409,20140108,92.3,92.496,92.3,92.496,9,39.0,831.948,92.496,92.3,TF
TF1403,20140109,91.746,91.836,91.414,91.502,2759,3645.0,252903.222,91.516,91.65,TF
TF1406,20140109,92.23,92.328,92.056,92.082,198,378.0,18257.98,92.098,92.214,TF
TF1409,20140109,92.456,92.596,92.406,92.406,20,48.0,1850.07,92.406,92.496,TF
TF1403,20140110,91.456,91.75,91.456,91.542,2725,3652.0,249635.02,91.55,91.516,TF
TF1406,20140110,92.146,92.276,92.06,92.06,200,401.0,18434.602,92.11,92.098,TF
TF1409,20140110,92.36,92.546,92.356,92.406,24,59.0,2219.234,92.432,92.406,TF
TF1403,20140113,91.542,91.6,91.434,91.466,1421,3648.0,130037.48,91.502,91.55,TF
TF1406,20140113,92.056,92.146,92.044,92.058,43,406.0,3959.63,92.072,92.11,TF
TF1409,20140113,,,,92.406,0,59.0,0.0,92.384,92.432,TF
TF1403,20140114,91.458,91.54,91.436,91.482,1388,3659.0,126987.142,91.474,91.502,TF
TF1406,20140114,92.056,92.11,92.028,92.074,70,408.0,6444.466,92.052,92.072,TF
TF1409,20140114,,,,92.406,0,59.0,0.0,92.356,92.384,TF
TF1403,20140115,91.538,91.86,91.504,91.816,3614,3662.0,331482.032,91.794,91.474,TF
TF1406,20140115,92.096,92.396,92.096,92.382,151,400.0,13930.638,92.34,92.052,TF
TF1409,20140115,92.446,92.562,92.406,92.56,26,71.0,2404.64,92.56,92.356,TF
TF1403,20140116,91.84,91.848,91.618,91.64,1758,3668.0,161293.576,91.682,91.794,TF
TF1406,20140116,92.358,92.384,92.206,92.238,57,411.0,5261.124,92.252,92.34,TF
TF1409,20140116,92.56,92.56,92.506,92.506,5,71.0,462.64,92.506,92.56,TF
TF1403,20140117,91.606,91.67,91.546,91.63,1525,3662.0,139700.898,91.62,91.682,TF
TF1406,20140117,92.206,92.246,92.15,92.16,106,443.0,9771.002,92.202,92.252,TF
TF1409,20140117,92.456,92.456,92.456,92.456,2,72.0,184.912,92.456,92.506,TF
TF1403,20140120,91.61,91.784,91.56,91.782,1487,3716.0,136346.816,91.738,91.62,TF
TF1406,20140120,92.16,92.33,92.16,92.32,72,449.0,6641.282,92.302,92.202,TF
TF1409,20140120,92.406,92.54,92.406,92.54,8,74.0,739.708,92.54,92.456,TF
TF1403,20140121,91.9,92.28,91.9,92.09,3202,3658.0,294918.222,92.04,91.738,TF
TF1406,20140121,92.346,92.696,92.346,92.562,219,420.0,20275.252,92.534,92.302,TF
TF1409,20140121,92.546,92.846,92.546,92.746,40,84.0,3709.234,92.746,92.54,TF
TF1403,20140122,92.15,92.376,92.122,92.222,2290,3710.0,211200.32,92.192,92.04,TF
TF1406,20140122,92.596,92.764,92.596,92.694,127,443.0,11768.762,92.662,92.534,TF
TF1409,20140122,92.746,92.926,92.746,92.802,17,89.0,1578.454,92.802,92.746,TF
TF1403,20140123,92.236,92.32,92.062,92.076,1854,3615.0,170905.662,92.126,92.192,TF
TF1406,20140123,92.656,92.746,92.59,92.59,97,454.0,8987.906,92.61,92.662,TF
TF1409,20140123,92.846,92.846,92.756,92.756,10,88.0,928.128,92.772,92.802,TF
TF1403,20140124,92.058,92.198,91.994,92.198,1384,3804.0,127494.966,92.144,92.126,TF
TF1406,20140124,92.556,92.67,92.506,92.67,58,450.0,5370.51,92.616,92.61,TF
TF1409,20140124,92.756,92.796,92.756,92.796,4,90.0,371.142,92.794,92.772,TF
TF1403,20140127,92.352,92.526,92.252,92.512,2890,4094.0,267064.356,92.49,92.144,TF
TF1406,20140127,92.696,92.9,92.696,92.9,145,486.0,13456.492,92.852,92.616,TF
TF1409,20140127,92.846,92.996,92.846,92.996,8,94.0,743.452,92.992,92.794,TF
TF1403,20140128,92.53,92.53,92.25,92.334,1905,4043.0,175906.37,92.298,92.49,TF
TF1406,20140128,92.856,92.878,92.654,92.682,111,476.0,10292.716,92.686,92.852,TF
TF1409,20140128,92.956,92.956,92.956,92.956,1,93.0,92.956,92.956,92.992,TF
TF1403,20140129,92.29,92.56,92.268,92.402,1258,4180.0,116200.93,92.422,92.298,TF
TF1406,20140129,92.746,92.92,92.7,92.806,87,484.0,8071.256,92.828,92.686,TF
TF1409,20140129,92.994,93.096,92.994,93.04,11,100.0,1023.36,93.032,92.956,TF
TF1403,20140130,92.402,92.402,92.2,92.254,716,4088.0,66081.562,92.248,92.422,TF
TF1406,20140130,92.758,92.768,92.656,92.66,103,490.0,9547.878,92.656,92.828,TF
